PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,AgeGroup,HasCabin,Deck,FareIsZero,FareCapped,FareLog,FamilySize,IsAlone
244,0,3,male,22.0,0,0,7.125,S,Mr,Young Adult,0,Unknown,0,7.125,2.094945728215801,1,1
245,0,3,male,30.0,0,0,7.225,C,Mr,Young Adult,0,Unknown,0,7.225,2.1071782966514356,1,1
246,0,1,male,44.0,2,0,90.0,Q,Rare,Adult,1,C,0,65.6344,4.51085950651685,3,0
247,0,3,female,25.0,0,0,7.775,S,Miss,Young Adult,0,Unknown,0,7.775,2.1719067693519296,1,1
248,1,2,female,24.0,0,2,14.5,S,Mrs,Young Adult,0,Unknown,0,14.5,2.740840023925201,3,0
249,1,1,male,37.0,1,1,52.5542,S,Mr,Adult,1,D,0,52.5542,3.9806942251907276,3,0
250,0,2,male,54.0,1,0,26.0,S,Rare,Adult,0,Unknown,0,26.0,3.295836866004329,2,0
251,0,3,male,26.0,0,0,7.25,S,Mr,Young Adult,0,Unknown,0,7.25,2.1102132003465894,1,1
252,0,3,female,29.0,1,1,10.4625,S,Mrs,Young Adult,1,G,0,10.4625,2.4390808375825834,3,0
253,0,1,male,62.0,0,0,26.55,S,Mr,Senior,1,C,0,26.55,3.3160025355989236,1,1
254,0,3,male,30.0,1,0,16.1,S,Mr,Young Adult,0,Unknown,0,16.1,2.8390784635086144,2,0
255,0,3,female,41.0,0,2,20.2125,S,Mrs,Adult,0,Unknown,0,20.2125,3.0545906305603445,3,0
256,1,3,female,29.0,0,2,15.2458,C,Mrs,Young Adult,0,Unknown,0,15.2458,2.7878344138303452,3,0
257,1,1,female,40.0,0,0,79.2,C,Mrs,Adult,0,Unknown,0,65.6344,4.384523514872469,1,1
258,1,1,female,30.0,0,0,86.5,S,Miss,Young Adult,1,B,0,65.6344,4.471638793363569,1,1
259,1,1,female,35.0,0,0,512.3292,C,Miss,Young Adult,0,Unknown,0,65.6344,6.240917354759096,1,1
260,1,2,female,50.0,0,1,26.0,S,Mrs,Adult,0,Unknown,0,26.0,3.295836866004329,2,0
261,0,3,male,26.0,0,0,7.75,Q,Mr,Young Adult,0,Unknown,0,7.75,2.169053700369523,1,1
262,1,3,male,3.0,4,2,31.3875,S,Master,Child,0,Unknown,0,31.3875,3.4777725458882283,7,0
263,0,1,male,52.0,1,1,79.65,S,Mr,Adult,1,E,0,65.6344,4.390118804571218,3,0
264,0,1,male,40.0,0,0,0.0,S,Mr,Adult,1,B,1,0.0,0.0,1,1
265,0,3,female,18.0,0,0,7.75,Q,Miss,Teen,0,Unknown,0,7.75,2.169053700369523,1,1
266,0,2,male,36.0,0,0,10.5,S,Mr,Adult,0,Unknown,0,10.5,2.4423470353692043,1,1
267,0,3,male,16.0,4,1,39.6875,S,Mr,Teen,0,Unknown,0,39.6875,3.705920919968788,6,0
268,1,3,male,25.0,1,0,7.775,S,Mr,Young Adult,0,Unknown,0,7.775,2.1719067693519296,2,0
269,1,1,female,58.0,0,1,153.4625,S,Mrs,Adult,1,C,0,65.6344,5.039951348430309,2,0
270,1,1,female,35.0,0,0,135.6333,S,Miss,Young Adult,1,C,0,65.6344,4.91730069488021,1,1
271,0,1,male,40.0,0,0,31.0,S,Mr,Adult,0,Unknown,0,31.0,3.4657359027997265,1,1
272,1,3,male,25.0,0,0,0.0,S,Mr,Young Adult,0,Unknown,1,0.0,0.0,1,1
273,1,2,female,41.0,0,1,19.5,S,Mrs,Adult,0,Unknown,0,19.5,3.0204248861443626,2,0
274,0,1,male,37.0,0,1,29.7,C,Mr,Adult,1,C,0,29.7,3.4242626545931514,2,0
275,1,3,female,18.0,0,0,7.75,Q,Miss,Teen,0,Unknown,0,7.75,2.169053700369523,1,1
276,1,1,female,63.0,1,0,77.9583,S,Miss,Senior,1,D,0,65.6344,4.368919865004903,2,0
277,0,3,female,45.0,0,0,7.75,S,Miss,Adult,0,Unknown,0,7.75,2.169053700369523,1,1
278,0,2,male,31.0,0,0,0.0,S,Mr,Young Adult,0,Unknown,1,0.0,0.0,1,1
279,0,3,male,7.0,4,1,29.125,Q,Master,Child,0,Unknown,0,29.125,3.405355391810819,6,0
280,1,3,female,35.0,1,1,20.25,S,Mrs,Young Adult,0,Unknown,0,20.25,3.056356895370426,3,0
281,0,3,male,65.0,0,0,7.75,Q,Mr,Senior,0,Unknown,0,7.75,2.169053700369523,1,1
282,0,3,male,28.0,0,0,7.8542,S,Mr,Young Adult,0,Unknown,0,7.8542,2.180891922715322,1,1
283,0,3,male,16.0,0,0,9.5,S,Mr,Teen,0,Unknown,0,9.5,2.3513752571634776,1,1
284,1,3,male,19.0,0,0,8.05,S,Mr,Young Adult,0,Unknown,0,8.05,2.2027647577118348,1,1
285,0,1,male,40.0,0,0,26.0,S,Mr,Adult,1,A,0,26.0,3.295836866004329,1,1
286,0,3,male,33.0,0,0,8.6625,C,Mr,Young Adult,0,Unknown,0,8.6625,2.2682524139135403,1,1
287,1,3,male,30.0,0,0,9.5,S,Mr,Young Adult,0,Unknown,0,9.5,2.3513752571634776,1,1
288,0,3,male,22.0,0,0,7.8958,S,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
289,1,2,male,42.0,0,0,13.0,S,Mr,Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
290,1,3,female,22.0,0,0,7.75,Q,Miss,Young Adult,0,Unknown,0,7.75,2.169053700369523,1,1
291,1,1,female,26.0,0,0,78.85,S,Miss,Young Adult,0,Unknown,0,65.6344,4.380149874661021,1,1
292,1,1,female,19.0,1,0,91.0792,C,Mrs,Young Adult,1,B,0,65.6344,4.5226490762785785,2,0
293,0,2,male,36.0,0,0,12.875,C,Mr,Adult,1,D,0,12.875,2.630088659632498,1,1
294,0,3,female,24.0,0,0,8.85,S,Miss,Young Adult,0,Unknown,0,8.85,2.2874714551839976,1,1
295,0,3,male,24.0,0,0,7.8958,S,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
296,0,1,male,40.0,0,0,27.7208,C,Mr,Adult,0,Unknown,0,27.7208,3.357621598945279,1,1
297,0,3,male,23.5,0,0,7.2292,C,Mr,Young Adult,0,Unknown,0,7.2292,2.1076888046179385,1,1
298,0,1,female,2.0,1,2,151.55,S,Miss,Child,1,C,0,65.6344,5.027492411162679,4,0
299,1,1,male,40.0,0,0,30.5,S,Mr,Adult,1,C,0,30.5,3.449987545831587,1,1
300,1,1,female,50.0,0,1,247.5208,C,Mrs,Adult,1,B,0,65.6344,5.515526544247129,2,0
301,1,3,female,18.0,0,0,7.75,Q,Miss,Teen,0,Unknown,0,7.75,2.169053700369523,1,1
302,1,3,male,26.0,2,0,23.25,Q,Mr,Young Adult,0,Unknown,0,23.25,3.188416617383492,3,0
303,0,3,male,19.0,0,0,0.0,S,Mr,Young Adult,0,Unknown,1,0.0,0.0,1,1
304,1,2,female,24.0,0,0,12.35,Q,Miss,Young Adult,1,E,0,12.35,2.5915163848462583,1,1
305,0,3,male,26.0,0,0,8.05,S,Mr,Young Adult,0,Unknown,0,8.05,2.2027647577118348,1,1
306,1,1,male,0.92,1,2,151.55,S,Master,Child,1,C,0,65.6344,5.027492411162679,4,0
307,1,1,female,30.0,0,0,110.8833,C,Miss,Young Adult,0,Unknown,0,65.6344,4.717456363787216,1,1
308,1,1,female,17.0,1,0,108.9,C,Mrs,Teen,1,C,0,65.6344,4.699570861409576,2,0
309,0,2,male,30.0,1,0,24.0,C,Mr,Young Adult,0,Unknown,0,24.0,3.2188758248682006,2,0
310,1,1,female,30.0,0,0,56.9292,C,Miss,Young Adult,1,E,0,56.9292,4.0592215752427645,1,1
311,1,1,female,24.0,0,0,83.1583,C,Miss,Young Adult,1,C,0,65.6344,4.432699549165613,1,1
312,1,1,female,18.0,2,2,262.375,C,Miss,Teen,1,B,0,65.6344,5.5735788721243535,5,0
313,0,2,female,26.0,1,1,26.0,S,Mrs,Young Adult,0,Unknown,0,26.0,3.295836866004329,3,0
314,0,3,male,28.0,0,0,7.8958,S,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
315,0,2,male,43.0,1,1,26.25,S,Mr,Adult,0,Unknown,0,26.25,3.305053521109253,3,0
316,1,3,female,26.0,0,0,7.8542,S,Miss,Young Adult,0,Unknown,0,7.8542,2.180891922715322,1,1
317,1,2,female,24.0,1,0,26.0,S,Mrs,Young Adult,0,Unknown,0,26.0,3.295836866004329,2,0
318,0,2,male,54.0,0,0,14.0,S,Rare,Adult,0,Unknown,0,14.0,2.70805020110221,1,1
319,1,1,female,31.0,0,2,164.8667,S,Miss,Young Adult,1,C,0,65.6344,5.11118445372147,3,0
320,1,1,female,40.0,1,1,134.5,C,Mrs,Adult,1,E,0,65.6344,4.908971640319756,3,0
321,0,3,male,22.0,0,0,7.25,S,Mr,Young Adult,0,Unknown,0,7.25,2.1102132003465894,1,1
322,0,3,male,27.0,0,0,7.8958,S,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
323,1,2,female,30.0,0,0,12.35,Q,Miss,Young Adult,0,Unknown,0,12.35,2.5915163848462583,1,1
324,1,2,female,22.0,1,1,29.0,S,Mrs,Young Adult,0,Unknown,0,29.0,3.4011973816621555,3,0
325,0,3,male,26.0,8,2,69.55,S,Mr,Young Adult,0,Unknown,0,65.6344,4.256321678298823,11,0
326,1,1,female,36.0,0,0,135.6333,C,Miss,Adult,1,C,0,65.6344,4.91730069488021,1,1
327,0,3,male,61.0,0,0,6.2375,S,Mr,Senior,0,Unknown,0,6.2375,1.9792758428991135,1,1
328,1,2,female,36.0,0,0,13.0,S,Mrs,Adult,1,D,0,13.0,2.6390573296152584,1,1
329,1,3,female,31.0,1,1,20.525,S,Mrs,Young Adult,0,Unknown,0,20.525,3.0692150503137943,3,0
330,1,1,female,16.0,0,1,57.9792,C,Miss,Teen,1,B,0,57.9792,4.077184839375167,2,0
331,1,3,female,18.0,2,0,23.25,Q,Miss,Teen,0,Unknown,0,23.25,3.188416617383492,3,0
332,0,1,male,45.5,0,0,28.5,S,Mr,Adult,1,C,0,28.5,3.3843902633457743,1,1
333,0,1,male,38.0,0,1,153.4625,S,Mr,Adult,1,C,0,65.6344,5.039951348430309,2,0
334,0,3,male,16.0,2,0,18.0,S,Mr,Teen,0,Unknown,0,18.0,2.9444389791664403,3,0
335,1,1,female,40.0,1,0,133.65,S,Mrs,Adult,0,Unknown,0,65.6344,4.902678819257608,2,0
336,0,3,male,26.0,0,0,7.8958,S,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
337,0,1,male,29.0,1,0,66.6,S,Mr,Young Adult,1,C,0,65.6344,4.213607983048918,2,0
338,1,1,female,41.0,0,0,134.5,C,Miss,Adult,1,E,0,65.6344,4.908971640319756,1,1
339,1,3,male,45.0,0,0,8.05,S,Mr,Adult,0,Unknown,0,8.05,2.2027647577118348,1,1
340,0,1,male,45.0,0,0,35.5,S,Mr,Adult,1,T,0,35.5,3.597312260588446,1,1
341,1,2,male,2.0,1,1,26.0,S,Master,Child,1,F,0,26.0,3.295836866004329,3,0
342,1,1,female,24.0,3,2,263.0,S,Miss,Young Adult,1,C,0,65.6344,5.575949103146316,6,0
343,0,2,male,28.0,0,0,13.0,S,Mr,Young Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
344,0,2,male,25.0,0,0,13.0,S,Mr,Young Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
345,0,2,male,36.0,0,0,13.0,S,Mr,Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
346,1,2,female,24.0,0,0,13.0,S,Miss,Young Adult,1,F,0,13.0,2.6390573296152584,1,1
347,1,2,female,40.0,0,0,13.0,S,Miss,Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
348,1,3,female,31.0,1,0,16.1,S,Mrs,Young Adult,0,Unknown,0,16.1,2.8390784635086144,2,0
349,1,3,male,3.0,1,1,15.9,S,Master,Child,0,Unknown,0,15.9,2.8273136219290276,3,0
350,0,3,male,42.0,0,0,8.6625,S,Mr,Adult,0,Unknown,0,8.6625,2.2682524139135403,1,1
351,0,3,male,23.0,0,0,9.225,S,Mr,Young Adult,0,Unknown,0,9.225,2.3248357019288655,1,1
352,0,1,male,40.0,0,0,35.0,S,Mr,Adult,1,C,0,35.0,3.58351893845611,1,1
353,0,3,male,15.0,1,1,7.2292,C,Mr,Teen,0,Unknown,0,7.2292,2.1076888046179385,3,0
354,0,3,male,25.0,1,0,17.8,S,Mr,Young Adult,0,Unknown,0,17.8,2.9338568698359038,2,0
355,0,3,male,26.0,0,0,7.225,C,Mr,Young Adult,0,Unknown,0,7.225,2.1071782966514356,1,1
356,0,3,male,28.0,0,0,9.5,S,Mr,Young Adult,0,Unknown,0,9.5,2.3513752571634776,1,1
357,1,1,female,22.0,0,1,55.0,S,Miss,Young Adult,1,E,0,55.0,4.02535169073515,2,0
358,0,2,female,38.0,0,0,13.0,S,Miss,Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
359,1,3,female,18.0,0,0,7.8792,Q,Miss,Teen,0,Unknown,0,7.8792,2.1837114628556327,1,1
360,1,3,female,18.0,0,0,7.8792,Q,Miss,Teen,0,Unknown,0,7.8792,2.1837114628556327,1,1
361,0,3,male,40.0,1,4,27.9,S,Mr,Adult,0,Unknown,0,27.9,3.3638415951183864,6,0
362,0,2,male,29.0,1,0,27.7208,C,Mr,Young Adult,0,Unknown,0,27.7208,3.357621598945279,2,0
363,0,3,female,45.0,0,1,14.4542,C,Mrs,Adult,0,Unknown,0,14.4542,2.737880811060884,2,0
364,0,3,male,35.0,0,0,7.05,S,Mr,Young Adult,0,Unknown,0,7.05,2.0856720914304723,1,1
365,0,3,male,26.0,1,0,15.5,Q,Mr,Young Adult,0,Unknown,0,15.5,2.803360380906535,2,0
366,0,3,male,30.0,0,0,7.25,S,Mr,Young Adult,0,Unknown,0,7.25,2.1102132003465894,1,1
367,1,1,female,60.0,1,0,75.25,C,Mrs,Adult,1,D,0,65.6344,4.334017415487521,2,0
368,1,3,female,31.0,0,0,7.2292,C,Mrs,Young Adult,0,Unknown,0,7.2292,2.1076888046179385,1,1
369,1,3,female,18.0,0,0,7.75,Q,Miss,Teen,0,Unknown,0,7.75,2.169053700369523,1,1
370,1,1,female,24.0,0,0,69.3,C,Mrs,Young Adult,1,B,0,65.6344,4.252771798816619,1,1
371,1,1,male,25.0,1,0,55.4417,C,Mr,Young Adult,1,E,0,55.4417,4.0332082470129285,2,0
372,0,3,male,18.0,1,0,6.4958,S,Mr,Teen,0,Unknown,0,6.4958,2.0143428636837015,2,0
373,0,3,male,19.0,0,0,8.05,S,Mr,Young Adult,0,Unknown,0,8.05,2.2027647577118348,1,1
374,0,1,male,22.0,0,0,135.6333,C,Mr,Young Adult,0,Unknown,0,65.6344,4.91730069488021,1,1
375,0,3,female,3.0,3,1,21.075,S,Miss,Child,0,Unknown,0,21.075,3.0944457464900235,5,0
376,1,1,female,40.0,1,0,82.1708,C,Mrs,Adult,0,Unknown,0,65.6344,4.420896324687287,2,0
377,1,3,female,22.0,0,0,7.25,S,Miss,Young Adult,0,Unknown,0,7.25,2.1102132003465894,1,1
378,0,1,male,27.0,0,2,211.5,C,Mr,Young Adult,1,C,0,65.6344,5.358941988364472,3,0
379,0,3,male,20.0,0,0,4.0125,C,Mr,Young Adult,0,Unknown,0,4.0125,1.6119347926326877,1,1
380,0,3,male,19.0,0,0,7.775,S,Mr,Young Adult,0,Unknown,0,7.775,2.1719067693519296,1,1
381,1,1,female,42.0,0,0,227.525,C,Miss,Adult,0,Unknown,0,65.6344,5.4316456135398825,1,1
382,1,3,female,1.0,0,2,15.7417,C,Miss,Child,0,Unknown,0,15.7417,2.817902613071225,3,0
383,0,3,male,32.0,0,0,7.925,S,Mr,Young Adult,0,Unknown,0,7.925,2.188856327665703,1,1
384,1,1,female,35.0,1,0,52.0,S,Mrs,Young Adult,0,Unknown,0,52.0,3.970291913552122,2,0
385,0,3,male,26.0,0,0,7.8958,S,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
386,0,2,male,18.0,0,0,73.5,S,Mr,Teen,0,Unknown,0,65.6344,4.310799125385514,1,1
387,0,3,male,1.0,5,2,46.9,S,Master,Child,0,Unknown,0,46.9,3.8691155044168695,8,0
388,1,2,female,36.0,0,0,13.0,S,Miss,Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
389,0,3,male,26.0,0,0,7.7292,Q,Mr,Young Adult,0,Unknown,0,7.7292,2.1666737276227077,1,1
390,1,2,female,17.0,0,0,12.0,C,Miss,Teen,0,Unknown,0,12.0,2.5649493574615367,1,1
391,1,1,male,36.0,1,2,120.0,S,Mr,Adult,1,B,0,65.6344,4.795790545596741,4,0
392,1,3,male,21.0,0,0,7.7958,S,Mr,Young Adult,0,Unknown,0,7.7958,2.174274334826008,1,1
393,0,3,male,28.0,2,0,7.925,S,Mr,Young Adult,0,Unknown,0,7.925,2.188856327665703,3,0
394,1,1,female,23.0,1,0,113.275,C,Miss,Young Adult,1,D,0,65.6344,4.738607824217808,2,0
395,1,3,female,24.0,0,2,16.7,S,Mrs,Young Adult,1,G,0,16.7,2.8735646395797834,3,0
396,0,3,male,22.0,0,0,7.7958,S,Mr,Young Adult,0,Unknown,0,7.7958,2.174274334826008,1,1
397,0,3,female,31.0,0,0,7.8542,S,Miss,Young Adult,0,Unknown,0,7.8542,2.180891922715322,1,1
398,0,2,male,46.0,0,0,26.0,S,Mr,Adult,0,Unknown,0,26.0,3.295836866004329,1,1
399,0,2,male,23.0,0,0,10.5,S,Rare,Young Adult,0,Unknown,0,10.5,2.4423470353692043,1,1
400,1,2,female,28.0,0,0,12.65,S,Mrs,Young Adult,0,Unknown,0,12.65,2.613739521630969,1,1
401,1,3,male,39.0,0,0,7.925,S,Mr,Adult,0,Unknown,0,7.925,2.188856327665703,1,1
402,0,3,male,26.0,0,0,8.05,S,Mr,Young Adult,0,Unknown,0,8.05,2.2027647577118348,1,1
403,0,3,female,21.0,1,0,9.825,S,Miss,Young Adult,0,Unknown,0,9.825,2.3818582738885534,2,0
404,0,3,male,28.0,1,0,15.85,S,Mr,Young Adult,0,Unknown,0,15.85,2.8243506567983707,2,0
405,0,3,female,20.0,0,0,8.6625,S,Miss,Young Adult,0,Unknown,0,8.6625,2.2682524139135403,1,1
406,0,2,male,34.0,1,0,21.0,S,Mr,Young Adult,0,Unknown,0,21.0,3.091042453358316,2,0
407,0,3,male,51.0,0,0,7.75,S,Mr,Adult,0,Unknown,0,7.75,2.169053700369523,1,1
408,1,2,male,3.0,1,1,18.75,S,Master,Child,0,Unknown,0,18.75,2.9831534913471307,3,0
409,0,3,male,21.0,0,0,7.775,S,Mr,Young Adult,0,Unknown,0,7.775,2.1719067693519296,1,1
410,0,3,female,18.0,3,1,25.4667,S,Miss,Teen,0,Unknown,0,25.4667,3.275887339030031,5,0
411,0,3,male,26.0,0,0,7.8958,S,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
412,0,3,male,26.0,0,0,6.8583,Q,Mr,Young Adult,0,Unknown,0,6.8583,2.061570298060867,1,1
413,1,1,female,33.0,1,0,90.0,Q,Miss,Young Adult,1,C,0,65.6344,4.51085950651685,2,0
414,0,2,male,31.0,0,0,0.0,S,Mr,Young Adult,0,Unknown,1,0.0,0.0,1,1
415,1,3,male,44.0,0,0,7.925,S,Mr,Adult,0,Unknown,0,7.925,2.188856327665703,1,1
416,0,3,female,31.0,0,0,8.05,S,Mrs,Young Adult,0,Unknown,0,8.05,2.2027647577118348,1,1
417,1,2,female,34.0,1,1,32.5,S,Mrs,Young Adult,0,Unknown,0,32.5,3.5115454388310208,3,0
418,1,2,female,18.0,0,2,13.0,S,Miss,Teen,0,Unknown,0,13.0,2.6390573296152584,3,0
419,0,2,male,30.0,0,0,13.0,S,Mr,Young Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
420,0,3,female,10.0,0,2,24.15,S,Miss,Child,0,Unknown,0,24.15,3.224857896545748,3,0
421,0,3,male,26.0,0,0,7.8958,C,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
422,0,3,male,21.0,0,0,7.7333,Q,Mr,Young Adult,0,Unknown,0,7.7333,2.167143305297764,1,1
423,0,3,male,29.0,0,0,7.875,S,Mr,Young Adult,0,Unknown,0,7.875,2.1832383353614797,1,1
424,0,3,female,28.0,1,1,14.4,S,Mrs,Young Adult,0,Unknown,0,14.4,2.7343675094195836,3,0
425,0,3,male,18.0,1,1,20.2125,S,Mr,Teen,0,Unknown,0,20.2125,3.0545906305603445,3,0
426,0,3,male,26.0,0,0,7.25,S,Mr,Young Adult,0,Unknown,0,7.25,2.1102132003465894,1,1
427,1,2,female,28.0,1,0,26.0,S,Mrs,Young Adult,0,Unknown,0,26.0,3.295836866004329,2,0
428,1,2,female,19.0,0,0,26.0,S,Miss,Young Adult,0,Unknown,0,26.0,3.295836866004329,1,1
429,0,3,male,26.0,0,0,7.75,Q,Mr,Young Adult,0,Unknown,0,7.75,2.169053700369523,1,1
430,1,3,male,32.0,0,0,8.05,S,Mr,Young Adult,1,E,0,8.05,2.2027647577118348,1,1
431,1,1,male,28.0,0,0,26.55,S,Mr,Young Adult,1,C,0,26.55,3.3160025355989236,1,1
432,1,3,female,31.0,1,0,16.1,S,Mrs,Young Adult,0,Unknown,0,16.1,2.8390784635086144,2,0
433,1,2,female,42.0,1,0,26.0,S,Mrs,Adult,0,Unknown,0,26.0,3.295836866004329,2,0
434,0,3,male,17.0,0,0,7.125,S,Mr,Teen,0,Unknown,0,7.125,2.094945728215801,1,1
435,0,1,male,50.0,1,0,55.9,S,Mr,Adult,1,E,0,55.9,4.041295341132285,2,0
436,1,1,female,14.0,1,2,120.0,S,Miss,Teen,1,B,0,65.6344,4.795790545596741,4,0
437,0,3,female,21.0,2,2,34.375,S,Miss,Young Adult,0,Unknown,0,34.375,3.5660053559634015,5,0
438,1,2,female,24.0,2,3,18.75,S,Mrs,Young Adult,0,Unknown,0,18.75,2.9831534913471307,6,0
439,0,1,male,64.0,1,4,263.0,S,Mr,Senior,1,C,0,65.6344,5.575949103146316,6,0
440,0,2,male,31.0,0,0,10.5,S,Mr,Young Adult,0,Unknown,0,10.5,2.4423470353692043,1,1
441,1,2,female,45.0,1,1,26.25,S,Mrs,Adult,0,Unknown,0,26.25,3.305053521109253,3,0
442,0,3,male,20.0,0,0,9.5,S,Mr,Young Adult,0,Unknown,0,9.5,2.3513752571634776,1,1
443,0,3,male,25.0,1,0,7.775,S,Mr,Young Adult,0,Unknown,0,7.775,2.1719067693519296,2,0
444,1,2,female,28.0,0,0,13.0,S,Miss,Young Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
445,1,3,male,26.0,0,0,8.1125,S,Mr,Young Adult,0,Unknown,0,8.1125,2.2096470973347766,1,1
446,1,1,male,4.0,0,2,81.8583,S,Master,Child,1,A,0,65.6344,4.417131919904876,3,0
447,1,2,female,13.0,0,1,19.5,S,Miss,Teen,0,Unknown,0,19.5,3.0204248861443626,2,0
448,1,1,male,34.0,0,0,26.55,S,Mr,Young Adult,0,Unknown,0,26.55,3.3160025355989236,1,1
449,1,3,female,5.0,2,1,19.2583,C,Miss,Child,0,Unknown,0,19.2583,3.0085645861193133,4,0
450,1,1,male,52.0,0,0,30.5,S,Rare,Adult,1,C,0,30.5,3.449987545831587,1,1
451,0,2,male,36.0,1,2,27.75,S,Mr,Adult,0,Unknown,0,27.75,3.3586377672433594,4,0
452,0,3,male,26.0,1,0,19.9667,S,Mr,Young Adult,0,Unknown,0,19.9667,3.0429354648621407,2,0
453,0,1,male,30.0,0,0,27.75,C,Mr,Young Adult,1,C,0,27.75,3.3586377672433594,1,1
454,1,1,male,49.0,1,0,89.1042,C,Mr,Adult,1,C,0,65.6344,4.500966778400217,2,0
455,0,3,male,26.0,0,0,8.05,S,Mr,Young Adult,0,Unknown,0,8.05,2.2027647577118348,1,1
456,1,3,male,29.0,0,0,7.8958,C,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
457,0,1,male,65.0,0,0,26.55,S,Mr,Senior,1,E,0,26.55,3.3160025355989236,1,1
458,1,1,female,40.0,1,0,51.8625,S,Mrs,Adult,1,D,0,51.8625,3.967694202798607,2,0
459,1,2,female,50.0,0,0,10.5,S,Miss,Adult,0,Unknown,0,10.5,2.4423470353692043,1,1
460,0,3,male,26.0,0,0,7.75,Q,Mr,Young Adult,0,Unknown,0,7.75,2.169053700369523,1,1
461,1,1,male,48.0,0,0,26.55,S,Mr,Adult,1,E,0,26.55,3.3160025355989236,1,1
462,0,3,male,34.0,0,0,8.05,S,Mr,Young Adult,0,Unknown,0,8.05,2.2027647577118348,1,1
463,0,1,male,47.0,0,0,38.5,S,Mr,Adult,1,E,0,38.5,3.676300671907076,1,1
464,0,2,male,48.0,0,0,13.0,S,Mr,Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
465,0,3,male,26.0,0,0,8.05,S,Mr,Young Adult,0,Unknown,0,8.05,2.2027647577118348,1,1
466,0,3,male,38.0,0,0,7.05,S,Mr,Adult,0,Unknown,0,7.05,2.0856720914304723,1,1
467,0,2,male,31.0,0,0,0.0,S,Mr,Young Adult,0,Unknown,1,0.0,0.0,1,1
468,0,1,male,56.0,0,0,26.55,S,Mr,Adult,0,Unknown,0,26.55,3.3160025355989236,1,1
469,0,3,male,26.0,0,0,7.725,Q,Mr,Young Adult,0,Unknown,0,7.725,2.1661924680884908,1,1
470,1,3,female,0.75,2,1,19.2583,C,Miss,Child,0,Unknown,0,19.2583,3.0085645861193133,4,0
471,0,3,male,26.0,0,0,7.25,S,Mr,Young Adult,0,Unknown,0,7.25,2.1102132003465894,1,1
472,0,3,male,38.0,0,0,8.6625,S,Mr,Adult,0,Unknown,0,8.6625,2.2682524139135403,1,1
473,1,2,female,33.0,1,2,27.75,S,Mrs,Young Adult,0,Unknown,0,27.75,3.3586377672433594,4,0
474,1,2,female,23.0,0,0,13.7917,C,Mrs,Young Adult,1,D,0,13.7917,2.694066212646058,1,1
475,0,3,female,22.0,0,0,9.8375,S,Miss,Young Adult,0,Unknown,0,9.8375,2.3830123421066602,1,1
476,0,1,male,40.0,0,0,52.0,S,Mr,Adult,1,A,0,52.0,3.970291913552122,1,1
477,0,2,male,34.0,1,0,21.0,S,Mr,Young Adult,0,Unknown,0,21.0,3.091042453358316,2,0
478,0,3,male,29.0,1,0,7.0458,S,Mr,Young Adult,0,Unknown,0,7.0458,2.0851502161468174,2,0
479,0,3,male,22.0,0,0,7.5208,S,Mr,Young Adult,0,Unknown,0,7.5208,2.142510233146819,1,1
480,1,3,female,2.0,0,1,12.2875,S,Miss,Child,0,Unknown,0,12.2875,2.586823743668066,2,0
481,0,3,male,9.0,5,2,46.9,S,Master,Child,0,Unknown,0,46.9,3.8691155044168695,8,0
482,0,2,male,31.0,0,0,0.0,S,Mr,Young Adult,0,Unknown,1,0.0,0.0,1,1
483,0,3,male,50.0,0,0,8.05,S,Mr,Adult,0,Unknown,0,8.05,2.2027647577118348,1,1
484,1,3,female,63.0,0,0,9.5875,S,Mrs,Senior,0,Unknown,0,9.5875,2.3596740599781727,1,1
485,1,1,male,25.0,1,0,91.0792,C,Mr,Young Adult,1,B,0,65.6344,4.5226490762785785,2,0
486,0,3,female,18.0,3,1,25.4667,S,Miss,Teen,0,Unknown,0,25.4667,3.275887339030031,5,0
487,1,1,female,35.0,1,0,90.0,S,Mrs,Young Adult,1,C,0,65.6344,4.51085950651685,2,0
488,0,1,male,58.0,0,0,29.7,C,Mr,Adult,1,B,0,29.7,3.4242626545931514,1,1
